ID,item_cnt_month
0,0.5681099
1,0.14741838
2,0.85253894
3,0.14851436
4,0.14741838
5,0.58849037
6,0.9441589
7,0.11830403
8,1.0556153
9,0.14741838
10,2.154862
11,0.28877026
12,0.07191524
13,0.3802204
14,1.4216366
15,2.0554025
16,0.14741838
17,0.06908211
18,1.2677974
19,0.08650598
20,0.8107011
21,0.14741838
22,0.80619776
23,0.8939627
24,1.4392035
25,0.14741838
26,0.14741838
27,0.57406205
28,0.86268127
29,2.5237753
30,0.38468015
31,0.14741838
32,0.5270465
33,0.7009539
34,0.12794334
35,0.11179665
36,0.09372405
37,0.5869162
38,0.2894431
39,0.13553327
40,0.6501647
41,0.8730868
42,2.4107573
43,2.524062
44,0.48976636
45,0.14741838
46,0.7532463
47,0.24754696
48,0.26426703
49,1.0173723
50,1.2822083
51,0.28877026
52,0.68649536
53,0.22090028
54,5.1655364
55,2.1971128
56,2.1861966
57,1.9335524
58,3.6121538
59,2.9394786
60,3.6044004
61,0.61711854
62,0.38405475
63,0.4355289
64,0.14741838
65,0.14741838
66,0.79750746
67,0.12635337
68,0.36020002
69,0.0436655
70,0.14741838
71,1.6951143
72,0.6659945
73,1.0858349
74,0.14741838
75,0.14741838
76,0.39362067
77,0.14741838
78,0.35465863
79,0.5559767
80,0.9049789
81,2.8835208
82,0.66628134
83,0.15312187
84,0.8368192
85,1.1276364
86,0.6266238
87,0.12213601
88,2.5062773
89,1.3769308
90,0.78225803
91,0.47814953
92,2.0319078
93,0.14851436
94,0.20332922
95,0.074468255
96,0.12635337
97,0.5359678
98,0.7060668
99,1.5707304
100,0.79877657
101,0.6892088
102,0.18438137
103,0.47814953
104,0.12460932
105,0.14741838
106,0.14741838
107,0.73560315
108,0.07587995
109,0.14741838
110,0.14731398
111,0.14741838
112,0.14741838
113,0.14741838
114,0.34011605
115,0.34337988
116,0.14741838
117,0.05347489
118,8.22711
119,0.103379704
120,0.07782906
121,0.11390838
122,0.38331336
123,0.61834913
124,0.65045804
125,1.2659397
126,0.14741838
127,0.10355896
128,0.14741838
129,0.27857864
130,0.47814953
131,0.14741838
132,0.47814953
133,3.0443316
134,0.08136366
135,0.47814953
136,0.28877026
137,0.14741838
138,0.8671693
139,0.14741838
140,0.25391772
141,0.427768
142,0.06770855
143,0.28877026
144,0.14741838
145,0.14741838
146,0.14741838
147,0.03002417
148,0.14741838
149,0.14741838
150,0.18931748
151,0.14741838
152,5.246469
153,0.29285657
154,0.14741838
155,0.23970316
156,0.28740737
157,0.10288251
158,0.14319766
159,0.45609415
160,0.14741838
161,0.28877026
162,0.14741838
163,0.55827075
164,0.3876527
165,0.14717148
166,0.63636863
167,0.17017633
168,0.14741838
169,0.10040499
170,0.28877026
171,0.47531313
172,0.39871716
173,1.0498854
174,1.2406788
175,1.9215845
176,1.2660754
177,0.14741838
178,0.54690117
179,0.16583103
180,1.059983
181,0.41809598
182,0.14741838
183,0.22811821
184,0.26318195
185,0.14741838
186,0.1703439
187,0.25485122
188,0.14741838
189,0.14741838
190,0.14741838
191,0.61150646
192,0.6501647
193,0.23119952
194,0.10288251
195,0.08867572
196,0.47814953
197,2.4588394
198,1.1048344
199,0.14741838
200,0.14741838
201,0.14741838
202,0.17741333
203,1.2856412
204,0.1918834
205,0.14741838
206,0.14741838
207,0.10356036
208,1.2704175
209,0.5772659
210,0.328521
211,0.15084875
212,0.09013512
213,0.47814953
214,0.16506821
215,0.6002613
216,0.56992084
217,0.23307982
218,1.4962214
219,0.43422717
220,0.45305538
221,0.14741838
222,0.14741838
223,0.72858375
224,2.3819149
225,0.46601492
226,0.42999512
227,0.14741838
228,0.12819262
229,0.14741838
230,0.14741838
231,0.6019188
232,0.14741838
233,0.47785157
234,0.14741838
235,0.13496086
236,0.34895533
237,0.45946056
238,0.47814953
239,0.28697473
240,0.81432086
241,0.060024247
242,0.14741838
243,0.14741838
244,0.14741838
245,0.28888586
246,1.5185578
247,0.43140703
248,0.45669907
249,0.15544063
250,0.66162014
251,0.16694227
252,0.2591584
253,1.0994804
254,0.4140535
255,5.1798434
256,0.14741838
257,0.15731207
258,0.6471609
259,0.2329069
260,0.03548175
261,0.14101753
262,0.26448095
263,0.14741838
264,0.037472516
265,0.51686674
266,0.14741838
267,0.28877026
268,0.11179665
269,0.13635132
270,1.05733
271,0.15825422
272,0.16113265
273,0.6892088
274,10.415602
275,0.14741838
276,0.47814953
277,1.2626699
278,0.476138
279,0.13507184
280,0.14284708
281,0.062115625
282,0.1829328
283,0.70030373
284,0.14284708
285,0.25023234
286,0.14741838
287,0.7925332
288,0.2891425
289,0.47814953
290,0.14741838
291,0.13933787
292,0.2856269
293,0.16285202
294,0.82167476
295,0.8486791
296,0.1106118
297,0.11027967
298,0.14741838
299,0.14741838
300,0.11784528
301,0.54724663
302,0.86581224
303,0.69867957
304,0.10288251
305,0.10356036
306,0.24476105
307,0.13943955
308,0.32338688
309,0.14741838
310,0.14741838
311,0.39636594
312,0.8073747
313,0.13507184
314,0.14741838
315,0.47814953
316,0.19330248
317,1.8617917
318,0.106006116
319,0.17924285
320,0.14741838
321,0.15427344
322,0.65845835
323,0.07439597
324,0.52720255
325,0.47275972
326,0.4806639
327,0.14741838
328,0.14741838
329,0.5260256
330,0.14741838
331,0.14741838
332,0.12138858
333,0.2656754
334,0.8710731
335,0.30862004
336,0.19158566
337,0.8663417
338,0.4573663
339,0.3778901
340,0.1250104
341,0.32785547
342,0.14741838
343,0.8498558
344,0.17656252
345,0.09473305
346,3.2156155
347,2.7902575
348,0.14747193
349,0.43294078
350,0.14741838
351,0.46141112
352,0.14741838
353,0.11144096
354,0.14741838
